uniprot_id	protein_function
Q99519	Hydrolase (glycosyl bonds)
Q99523	Transmembrane signaling receptors (other)
Q99527	G protein-coupled receptor
Q99538	Peptidase
Q99558	Enzyme regulator
Q99558	Kinase
Q99570	Kinase
Q99571	Transmembrane signaling receptors (other)
Q99571	Transporter
Q99572	Transmembrane signaling receptors (other)
Q99572	Transporter
Q99640	Kinase
Q99661	Hydrolase (acid anhydrides)
Q99661	DNA binding
Q99677	G protein-coupled receptor
Q99683	Kinase
Q99685	Hydrolase (ester bonds)
Q99705	G protein-coupled receptor
Q99707	Transferase (one-carbon groups)
Q99720	G protein-coupled receptor
Q99755	Kinase
Q99759	Kinase
Q99788	G protein-coupled receptor
Q99808	Transporter
Q99814	Transcription regulator
Q99814	DNA binding
Q99835	G protein-coupled receptor
Q99836	Hydrolase (glycosyl bonds)
Q99873	Transferase (one-carbon groups)
Q99873	DNA binding
Q99884	Transporter
Q99952	Hydrolase (ester bonds)
Q99972	no_function
Q99986	Kinase
Q99KQ4	Transferase (glycosyl groups)
Q99LR1	Hydrolase (ester bonds)
Q99MI5	Transferase (alkyl or aryl groups, no methyl)
Q99N23	Lyase
Q99N57	Enzyme regulator
Q99N57	Kinase
Q99P50	G protein-coupled receptor
Q99P97	no_function
Q99R76	Oxidoreductase
Q9AH50	Oxidoreductase
Q9AIU7	Ligase
Q9AIU7	DNA binding
Q9AQH7	Hydrolase (acid anhydrides)
Q9AQH7	DNA binding
Q9BDQ5	G protein-coupled receptor
Q9BDS8	G protein-coupled receptor
Q9BEG3	Oxidoreductase
Q9BHT9	Oxidoreductase
Q9BJF5	Kinase
Q9BPW0	Hydrolase (ester bonds)
Q9BPW9	Isomerase
Q9BPW9	Oxidoreductase
Q9BPX1	Oxidoreductase
Q9BPZ2	no_function
Q9BQ69	Hydrolase (glycosyl bonds)
Q9BQB4	no_function
Q9BQB6	Oxidoreductase
Q9BQF6	Peptidase
Q9BQI3	Kinase
Q9BRH5	Transferase (acyl groups)
Q9BRS2	Hydrolase (other)
Q9BRS2	Kinase
Q9BRX8	no_function
Q9BTU6	Kinase
Q9BU89	Oxidoreductase
Q9BUB5	Kinase
Q9BUL5	no_function
Q9BV23	Hydrolase (ester bonds)
Q9BV47	Hydrolase (ester bonds)
Q9BV86	Transferase (one-carbon groups)
Q9BVJ7	Hydrolase (ester bonds)
Q9BVS4	Kinase
Q9BW19	Hydrolase (acid anhydrides)
Q9BW60	Transferase (acyl groups)
Q9BW91	Hydrolase (acid anhydrides)
Q9BWU1	Kinase
Q9BXA5	G protein-coupled receptor
Q9BXA6	Kinase
Q9BXA7	Kinase
Q9BXF3	no_function
Q9BXU1	Kinase
Q9BY08	Isomerase
Q9BY32	Hydrolase (acid anhydrides)
Q9BY41	Hydrolase (C-N bonds, no peptides)
Q9BYF1	Peptidase
Q9BYP7	Kinase
Q9BYT3	Kinase
Q9BYW2	Transferase (one-carbon groups)
Q9BZ11	Peptidase
Q9BZ23	Kinase
Q9BZE4	Hydrolase (acid anhydrides)
Q9BZL6	Kinase
Q9BZM2	Hydrolase (ester bonds)
Q9BZP6	Hydrolase (glycosyl bonds)
Q9BZX2	Kinase
Q9C000	Enzyme regulator
Q9C000	Peptidase
Q9C000	Hydrolase (acid anhydrides)
Q9C000	DNA binding
Q9C098	Kinase
Q9C0B1	Oxidoreductase
Q9C0B1	Transferase (other)
Q9C0H9	no_function
Q9CAK8	Lyase
Q9CPU0	Lyase
Q9CQ65	Transferase (glycosyl groups)
Q9CYK2	Peptidase
Q9CYK2	Transferase (acyl groups)
Q9D358	Hydrolase (ester bonds)
Q9D4B1	Kinase
Q9D6N1	Lyase
Q9D7Q1	Hydrolase (glycosyl bonds)
Q9D8T2	Transporter
Q9DC28	Kinase
Q9DDE3	Hydrolase (ester bonds)
Q9DDV6	Hydrolase (acid anhydrides)
Q9EP66	G protein-coupled receptor
Q9EPB1	Peptidase
Q9EPK8	Transmembrane signaling receptors (other)
Q9EPK8	Transporter
Q9EPX4	G protein-coupled receptor
Q9EQ16	G protein-coupled receptor
Q9EQ60	Transporter
Q9EQC5	Kinase
Q9EQU3	Hydrolase (glycosyl bonds)
Q9EQU3	Transmembrane signaling receptors (other)
Q9EQU3	DNA binding
Q9ERD9	Oxidoreductase
Q9ERM3	Transferase (acyl groups)
Q9ERQ8	Lyase
Q9ERT1	G protein-coupled receptor
Q9ERZ4	G protein-coupled receptor
Q9ERZ8	Transmembrane signaling receptors (other)
Q9ERZ8	Transporter
Q9ES08	Transporter
Q9ESG6	G protein-coupled receptor
Q9EST2	Transferase (one-carbon groups)
Q9ET64	Hydrolase (ester bonds)
Q9EXV5	Hydrolase (C-N bonds, no peptides)
Q9F663	Hydrolase (C-N bonds, no peptides)
Q9FBC5	Oxidoreductase
Q9FBC5	Transferase (acyl groups)
Q9FBI2	Hydrolase (glycosyl bonds)
Q9FD53	Lyase
Q9FD53	Kinase
Q9FD70	Oxidoreductase
Q9FD70	Transferase (acyl groups)
Q9FG87	Transferase (acyl groups)
Q9FUJ3	Oxidoreductase
Q9FV53	Hydrolase (C-N bonds, no peptides)
Q9FYV8	Oxidoreductase
Q9GJT6	Dopamine binding
Q9GJT6	Transporter
Q9GME2	Oxidoreductase
Q9GPG0	Hydrolase (ester bonds)
Q9GPQ4	Hydrolase (glycosyl bonds)
Q9GRG6	Hydrolase (ester bonds)
Q9GRG7	Oxidoreductase
Q9GUA8	Hydrolase (C-N bonds, no peptides)
Q9GZQ6	G protein-coupled receptor
Q9GZR1	Peptidase
Q9GZT4	Isomerase
Q9GZT4	Lyase
Q9GZT9	Oxidoreductase
Q9GZU7	Hydrolase (ester bonds)
Q9GZV3	Transporter
Q9H093	Kinase
Q9H0E9	Transcription regulator
Q9H0J9	Transferase (glycosyl groups)
Q9H0K1	Kinase
Q9H160	DNA binding
Q9H1C0	G protein-coupled receptor
Q9H1D0	Transporter
Q9H1R2	Hydrolase (ester bonds)
Q9H1R3	Kinase
Q9H227	Hydrolase (glycosyl bonds)
Q9H228	G protein-coupled receptor
Q9H237	Transferase (acyl groups)
Q9H244	Enzyme regulator
Q9H244	G protein-coupled receptor
Q9H2G2	Kinase
Q9H2J7	Transporter
Q9H2K2	Transferase (glycosyl groups)
Q9H2K8	Enzyme regulator
Q9H2K8	Kinase
Q9H2M3	Transferase (one-carbon groups)
Q9H2S1	Transporter
Q9H2X6	Transcription regulator
Q9H2X6	Kinase
Q9H2X9	Transporter
Q9H3M9	Peptidase
Q9H3N8	G protein-coupled receptor
Q9H3R0	Oxidoreductase
Q9H3Y6	Kinase
Q9H422	Kinase
Q9H4A3	Enzyme regulator
Q9H4A3	Kinase
Q9H4A4	Peptidase
Q9H4B4	Kinase
Q9H5I1	Transferase (one-carbon groups)
Q9H5I1	DNA binding
Q9H5J4	Transferase (acyl groups)
Q9H665	no_function
Q9H6Z9	Oxidoreductase
Q9H773	Hydrolase (acid anhydrides)
Q9H792	Kinase
Q9H7B4	Transferase (one-carbon groups)
Q9H7B4	DNA binding
Q9H7Z6	Transcription regulator
Q9H7Z6	Transferase (acyl groups)
Q9H7Z7	Isomerase
Q9H7Z7	Lyase
Q9H7Z7	Oxidoreductase
Q9H7Z7	DNA binding
Q9H8M2	no_function
Q9H903	Hydrolase (C-N bonds, no peptides)
Q9H903	Oxidoreductase
Q9H999	Kinase
Q9H9B1	Transferase (one-carbon groups)
Q9H9Z2	no_function
Q9HAS3	Transporter
Q9HAU4	Transferase (other)
Q9HAZ1	Kinase
Q9HB03	Transferase (acyl groups)
Q9HB21	no_function
Q9HBA0	Transmembrane signaling receptors (other)
Q9HBA0	Transporter
Q9HBH1	Hydrolase (C-N bonds, no peptides)
Q9HBH9	Kinase
Q9HBK9	Transferase (one-carbon groups)
Q9HBW0	G protein-coupled receptor
Q9HBY8	Kinase
Q9HC16	Hydrolase (C-N bonds, no peptides)
Q9HC29	Signaling receptor (not transmembrane)
Q9HC52	Enzyme regulator
Q9HC62	Peptidase
Q9HC97	G protein-coupled receptor
Q9HC98	Kinase
Q9HCE7	Transferase (other)
Q9HCG7	Hydrolase (glycosyl bonds)
Q9HCG7	Transferase (glycosyl groups)
Q9HCL2	Transferase (acyl groups)
Q9HCN6	Transmembrane signaling receptors (other)
Q9HCP0	Kinase
Q9HCR9	Hydrolase (ester bonds)
Q9HCX4	Transporter
Q9HD36	no_function
Q9HVB9	Lyase
Q9HYN5	no_function
Q9HZK0	Hydrolase (glycosyl bonds)
Q9I9R4	Peptidase
Q9IGQ6	Hydrolase (glycosyl bonds)
Q9IQ47	Hydrolase (ester bonds)
Q9JHG7	Kinase
Q9JHI9	Transporter
Q9JI10	Kinase
Q9JI35	G protein-coupled receptor
Q9JIA7	G protein-coupled receptor
Q9JIA7	Kinase
Q9JII9	G protein-coupled receptor
Q9JIM1	Transporter
Q9JIS4	Transporter
Q9JJF9	Peptidase
Q9JJJ7	Transferase (acyl groups)
Q9JJX6	Transmembrane signaling receptors (other)
Q9JJX6	Transporter
Q9JKC1	Hydrolase (ester bonds)
Q9JL21	G protein-coupled receptor
Q9JLN9	Kinase
Q9JLN9	DNA binding
Q9JLS3	Kinase
Q9JLY8	Hydrolase (ester bonds)
Q9JLY8	G protein-coupled receptor
Q9JM51	Isomerase
Q9JM51	Oxidoreductase
Q9JM51	Transferase (alkyl or aryl groups, no methyl)
Q9JMD7	Transporter
Q9JN24	Hydrolase (C-N bonds, no peptides)
Q9JZ55	Transferase (alkyl or aryl groups, no methyl)
Q9K2N0	no_function
Q9L4P2	Hydrolase (other)
Q9L4Q3	Isomerase
Q9LGC6	Hydrolase (glycosyl bonds)
Q9M629	Oxidoreductase
Q9MYJ9	Hydrolase (ester bonds)
Q9MYJ9	G protein-coupled receptor
Q9MYM4	Hydrolase (glycosyl bonds)
Q9MYW9	G protein-coupled receptor
Q9MYW9	Transporter
Q9MYX0	Serotonin binding
Q9MYX0	Transporter
Q9N1E2	Isomerase
Q9N1N9	Hydrolase (ester bonds)
Q9N2B7	G protein-coupled receptor
Q9N2B7	Serotonin binding
Q9N6S8	Peptidase
Q9NAW2	Peptidase
Q9NAW4	Peptidase
Q9NBA7	Peptidase
Q9NBD4	Peptidase
Q9NFS5	Transferase (alkyl or aryl groups, no methyl)
Q9NG02	G protein-coupled receptor
Q9NJH6	Hydrolase (ester bonds)
Q9NNX6	no_function
Q9NP56	Hydrolase (ester bonds)
Q9NP59	Transporter
Q9NP77	Hydrolase (ester bonds)
Q9NPA2	Peptidase
Q9NPB1	Hydrolase (ester bonds)
Q9NPC1	G protein-coupled receptor
Q9NPC2	Transporter
Q9NPD5	Transporter
Q9NPH5	Oxidoreductase
Q9NPI1	Transcription regulator
Q9NPI1	DNA binding
Q9NQ90	Transporter
Q9NQC7	Peptidase
Q9NQR1	Transcription regulator
Q9NQR1	Transferase (one-carbon groups)
Q9NQS5	G protein-coupled receptor
Q9NQU5	Kinase
Q9NQW7	Peptidase
Q9NQZ5	no_function
Q9NR19	Ligase
Q9NR20	Kinase
Q9NR21	Transferase (glycosyl groups)
Q9NR22	Transferase (one-carbon groups)
Q9NR48	Transferase (one-carbon groups)
Q9NR48	DNA binding
Q9NR71	Hydrolase (C-N bonds, no peptides)
Q9NR96	Hydrolase (glycosyl bonds)
Q9NR96	Transmembrane signaling receptors (other)
Q9NR96	DNA binding
Q9NR97	Hydrolase (glycosyl bonds)
Q9NR97	Transmembrane signaling receptors (other)
Q9NR97	DNA binding
Q9NRA0	G protein-coupled receptor
Q9NRA0	Kinase
Q9NRA2	Transporter
Q9NRC8	Hydrolase (C-N bonds, no peptides)
Q9NRC8	Transcription regulator
Q9NRC8	Transferase (acyl groups)
Q9NRE1	Peptidase
Q9NRG4	Transferase (one-carbon groups)
Q9NRH2	Kinase
Q9NRM7	Kinase
Q9NRP7	Kinase
Q9NRR2	Peptidase
Q9NRS4	Peptidase
Q9NRW4	Hydrolase (ester bonds)
Q9NS61	Transporter
Q9NS75	Enzyme regulator
Q9NS75	G protein-coupled receptor
Q9NS86	no_function
Q9NS87	Hydrolase (acid anhydrides)
Q9NSA0	Transporter
Q9NSD5	Transporter
Q9NSD7	G protein-coupled receptor
Q9NSD9	Ligase
Q9NSE4	Hydrolase (ester bonds)
Q9NSE4	Ligase
Q9NSI6	no_function
Q9NSY1	Enzyme regulator
Q9NSY1	Kinase
Q9NTG7	Hydrolase (C-N bonds, no peptides)
Q9NTG7	Transferase (glycosyl groups)
Q9NTG7	DNA binding
Q9NTK5	Hydrolase (acid anhydrides)
Q9NU22	Hydrolase (acid anhydrides)
Q9NUW8	Hydrolase (ester bonds)
Q9NUW8	DNA binding
Q9NV35	Hydrolase (acid anhydrides)
Q9NVM4	Transferase (one-carbon groups)
Q9NVS9	Oxidoreductase
Q9NWM0	Oxidoreductase
Q9NWT6	Oxidoreductase
Q9NWW9	Hydrolase (ester bonds)
Q9NWW9	Transferase (acyl groups)
Q9NWZ3	Kinase
Q9NX74	Enzyme regulator
Q9NX74	Oxidoreductase
Q9NXA8	Hydrolase (C-N bonds, no peptides)
Q9NXA8	Transferase (glycosyl groups)
Q9NXB9	Transferase (acyl groups)
Q9NXG6	Oxidoreductase
Q9NXS2	Peptidase
Q9NXS2	Transferase (acyl groups)
Q9NY33	Peptidase
Q9NY46	Transporter
Q9NY57	Kinase
Q9NY59	Hydrolase (ester bonds)
Q9NY64	Transporter
Q9NY91	Transporter
Q9NYA1	G protein-coupled receptor
Q9NYA1	Transferase (acyl groups)
Q9NYA1	Kinase
Q9NYA1	DNA binding
Q9NYK1	Hydrolase (glycosyl bonds)
Q9NYK1	Transmembrane signaling receptors (other)
Q9NYL2	Kinase
Q9NYP7	Transferase (acyl groups)
Q9NYQ3	Oxidoreductase
Q9NYV4	Kinase
Q9NYV7	G protein-coupled receptor
Q9NYV8	G protein-coupled receptor
Q9NYW2	G protein-coupled receptor
Q9NYY3	Kinase
Q9NZ08	Peptidase
Q9NZ45	no_function
Q9NZJ5	Kinase
Q9NZK7	Hydrolase (ester bonds)
Q9NZM1	no_function
Q9NZN5	Enzyme regulator
Q9NZQ7	no_function
Q9NZQ8	Transporter
Q9NZV8	Transporter
Q9P0G3	Peptidase
Q9P0J0	Oxidoreductase
Q9P0J0	Transporter
Q9P0L2	Kinase
Q9P0U3	Peptidase
Q9P0X4	Transporter
Q9P1W9	Kinase
Q9P1Z3	Transporter
Q9P275	Peptidase
Q9P286	Kinase
Q9P289	Kinase
Q9P2H5	Peptidase
Q9P2J5	Enzyme regulator
Q9P2J5	Hydrolase (ester bonds)
Q9P2J5	Ligase
Q9P2K8	Kinase
Q9P2R7	Ligase
Q9P2T1	Oxidoreductase
Q9P8Q7	Lyase
Q9PTN2	Signaling receptor (not transmembrane)
Q9PTN2	Transcription regulator
Q9PTN2	DNA binding
Q9QLI9	Hydrolase (ester bonds)
Q9QNF7	Kinase
Q9QUK6	Hydrolase (glycosyl bonds)
Q9QUK6	Transmembrane signaling receptors (other)
Q9QUL3	Hydrolase (ester bonds)
Q9QUN7	Hydrolase (glycosyl bonds)
Q9QUN7	Transmembrane signaling receptors (other)
Q9QUQ5	Transporter
Q9QUR6	Peptidase
Q9QVP9	Transmembrane signaling receptors (other)
Q9QVP9	Kinase
Q9QVP9	Transporter
Q9QWJ9	Enzyme regulator
Q9QWJ9	Transmembrane receptor protein kinase
Q9QWJ9	Kinase
Q9QX29	Transporter
Q9QXD6	Hydrolase (ester bonds)
Q9QXI6	Transporter
Q9QXX3	Hydrolase (ester bonds)
Q9QYJ6	Hydrolase (ester bonds)
Q9QYM2	Hydrolase (glycosyl bonds)
Q9QYN8	G protein-coupled receptor
Q9QZN9	G protein-coupled receptor
Q9QZT4	Hydrolase (ester bonds)
Q9QZX7	Isomerase
Q9QZX7	Lyase
Q9R0C9	G protein-coupled receptor
Q9R117	Kinase
Q9R155	Transporter
Q9R1C8	G protein-coupled receptor
Q9R1E6	Hydrolase (acid anhydrides)
Q9R1E6	Hydrolase (ester bonds)
Q9R1L2	G protein-coupled receptor
Q9R1T3	Peptidase
Q9R297	G protein-coupled receptor
Q9RMS5	DNA binding
Q9S446	Peptidase
Q9SMJ3	Oxidoreductase
Q9TSW7	G protein-coupled receptor
Q9TSZ1	Peptidase
Q9TT92	Peptidase
Q9TU16	G protein-coupled receptor
Q9TVW2	Kinase
Q9U638	Transferase (one-carbon groups)
Q9UBB5	DNA binding
Q9UBC3	Transcription regulator
Q9UBC3	Transferase (one-carbon groups)
Q9UBC3	DNA binding
Q9UBE0	Enzyme regulator
Q9UBE0	Ligase
Q9UBE8	Kinase
Q9UBF8	Kinase
Q9UBL9	Transmembrane signaling receptors (other)
Q9UBL9	Transporter
Q9UBM7	Oxidoreductase
Q9UBN4	Transporter
Q9UBN7	Hydrolase (C-N bonds, no peptides)
Q9UBN7	DNA binding
Q9UBR2	Peptidase
Q9UBS0	Kinase
Q9UBS5	G protein-coupled receptor
Q9UBT6	Transferase (phosphorus-containing groups, non-kinase)
Q9UBT6	DNA binding
Q9UBX1	Peptidase
Q9UBY0	Transporter
Q9UBY5	G protein-coupled receptor
Q9UBZ9	Transferase (phosphorus-containing groups, non-kinase)
Q9UBZ9	DNA binding
Q9UDY8	Peptidase
Q9UDY8	Transferase (other)
Q9UEE5	Kinase
Q9UEW8	Kinase
Q9UF33	Transmembrane receptor protein kinase
Q9UF33	Kinase
Q9UGC6	Enzyme regulator
Q9UGC6	Hydrolase (acid anhydrides)
Q9UGI6	Transporter
Q9UGJ0	Enzyme regulator
Q9UGJ0	Kinase
Q9UGL1	Oxidoreductase
Q9UGL1	Transcription regulator
Q9UGL1	DNA binding
Q9UGN5	Transferase (glycosyl groups)
Q9UGN5	DNA binding
Q9UGP5	Lyase
Q9UGP5	Transferase (phosphorus-containing groups, non-kinase)
Q9UGP5	DNA binding
Q9UH17	Hydrolase (C-N bonds, no peptides)
Q9UH92	Transcription regulator
Q9UH92	DNA binding
Q9UHC3	Transporter
Q9UHC9	no_function
Q9UHD2	Kinase
Q9UHD8	Hydrolase (acid anhydrides)
Q9UHF0	no_function
Q9UHH9	Kinase
Q9UHI8	Peptidase
Q9UHJ3	Transcription regulator
Q9UHL4	Peptidase
Q9UHP3	Peptidase
Q9UI32	Hydrolase (C-N bonds, no peptides)
Q9UI33	Transporter
Q9UI42	Peptidase
Q9UIF8	DNA binding
Q9UIF9	DNA binding
Q9UIG0	Kinase
Q9UIK4	Kinase
Q9UIQ6	Peptidase
Q9UIV1	Hydrolase (ester bonds)
Q9UIV1	Transcription regulator
Q9UJM8	Oxidoreductase
Q9UK17	Transporter
Q9UK32	Kinase
Q9UK80	Peptidase
Q9UK80	Transcription regulator
Q9UKE5	Kinase
Q9UKI8	Kinase
Q9UKK3	Transferase (glycosyl groups)
Q9UKK3	DNA binding
Q9UKK9	Hydrolase (acid anhydrides)
Q9UKK9	Transferase (phosphorus-containing groups, non-kinase)
Q9UKL6	Transporter
Q9UKM7	Hydrolase (glycosyl bonds)
Q9UKN7	no_function
Q9UKP6	G protein-coupled receptor
Q9UKU6	Peptidase
Q9UKV0	Hydrolase (C-N bonds, no peptides)
Q9UKV0	Transcription regulator
Q9UKX2	no_function
Q9UL19	Hydrolase (ester bonds)
Q9UL19	Transferase (acyl groups)
Q9UL51	Transporter
Q9UL54	Enzyme regulator
Q9UL54	Kinase
Q9UL62	Transporter
Q9ULC5	Ligase
Q9ULC6	Hydrolase (C-N bonds, no peptides)
Q9ULD4	no_function
Q9ULD8	Transporter
Q9ULI0	Hydrolase (acid anhydrides)
Q9ULU4	Transcription regulator
Q9ULW8	Hydrolase (C-N bonds, no peptides)
Q9ULX7	Lyase
Q9ULZ9	Enzyme regulator
Q9ULZ9	Peptidase
Q9UM07	Hydrolase (C-N bonds, no peptides)
Q9UM47	Signaling receptor (not transmembrane)
Q9UM73	Enzyme regulator
Q9UM73	Transmembrane receptor protein kinase
Q9UM73	Kinase
Q9UNA0	Peptidase
Q9UNA4	Transferase (phosphorus-containing groups, non-kinase)
Q9UNA4	DNA binding
Q9UNH5	Hydrolase (ester bonds)
Q9UNI1	Peptidase
Q9UNK4	Hydrolase (ester bonds)
Q9UPC5	G protein-coupled receptor
Q9UPE1	Kinase
Q9UPN9	Transferase (other)
Q9UPN9	DNA binding
Q9UPP1	Oxidoreductase
Q9UPP1	Transcription regulator
Q9UPS6	Transferase (one-carbon groups)
Q9UPY5	Transporter
Q9UPZ9	Kinase
Q9UQ07	Kinase
Q9UQ49	Hydrolase (glycosyl bonds)
Q9UQ88	Kinase
Q9UQB9	Kinase
Q9UQD0	Transporter
Q9UQL6	Hydrolase (C-N bonds, no peptides)
Q9UQL6	DNA binding
Q9UQM7	Kinase
Q9UUP5	Oxidoreductase
Q9UUZ4	Hydrolase (glycosyl bonds)
Q9V396	Lyase
Q9VTU8	Lyase
Q9VWX8	no_function
Q9W6Q1	Transporter
Q9WMX2	Peptidase
Q9WMX2	Hydrolase (acid anhydrides)
Q9WMX2	Transferase (phosphorus-containing groups, non-kinase)
Q9WMX2	Transporter
Q9WTR1	Transporter
Q9WTR4	Transporter
Q9WTU3	Transporter
Q9WTU6	Enzyme regulator
Q9WTU6	Kinase
Q9WTV9	G protein-coupled receptor
Q9WU19	Oxidoreductase
Q9WUD2	Transporter
Q9WUD9	Enzyme regulator
Q9WUD9	Kinase
Q9WUI1	Kinase
Q9WUN2	Kinase
Q9WUT3	Kinase
Q9WV26	G protein-coupled receptor
Q9WV60	Kinase
Q9WVC5	Transporter
Q9WVC8	Transporter
Q9WVF6	Hydrolase (ester bonds)
Q9WVG5	Hydrolase (ester bonds)
Q9WVG6	Transcription regulator
Q9WVG6	Transferase (one-carbon groups)
Q9WVG6	DNA binding
Q9X688	Kinase
Q9X721	Peptidase
Q9X9I8	Isomerase
Q9X9I8	Lyase
Q9XAY4	no_function
Q9XDB3	Transferase (glycosyl groups)
Q9XFS9	Oxidoreductase
Q9XQA6	Oxidoreductase
Q9XSW7	Hydrolase (ester bonds)
Q9XTA2	Peptidase
Q9XYC7	Hydrolase (C-N bonds, no peptides)
Q9XZT6	Kinase
Q9Y0I0	Transporter
Q9Y210	Transporter
Q9Y223	Hydrolase (glycosyl bonds)
Q9Y223	Isomerase
Q9Y223	Kinase
Q9Y231	Transferase (glycosyl groups)
Q9Y232	Lyase
Q9Y232	Transcription regulator
Q9Y233	Hydrolase (ester bonds)
Q9Y237	Isomerase
Q9Y237	DNA binding
Q9Y239	Enzyme regulator
Q9Y239	Signaling receptor (not transmembrane)
Q9Y243	Kinase
Q9Y251	Hydrolase (glycosyl bonds)
Q9Y253	Transferase (phosphorus-containing groups, non-kinase)
Q9Y253	DNA binding
Q9Y256	Peptidase
Q9Y259	Kinase
Q9Y263	Enzyme regulator
Q9Y265	Hydrolase (acid anhydrides)
Q9Y265	Transcription regulator
Q9Y271	G protein-coupled receptor
Q9Y294	no_function
Q9Y2D0	Lyase
Q9Y2H1	Kinase
Q9Y2I1	no_function
Q9Y2I7	Hydrolase (acid anhydrides)
Q9Y2I7	Hydrolase (ester bonds)
Q9Y2I7	Kinase
Q9Y2J8	Hydrolase (C-N bonds, no peptides)
Q9Y2K2	Kinase
Q9Y2K6	Peptidase
Q9Y2K7	Oxidoreductase
Q9Y2K7	Transcription regulator
Q9Y2K7	DNA binding
Q9Y2R2	Hydrolase (ester bonds)
Q9Y2T6	G protein-coupled receptor
Q9Y2U5	Kinase
Q9Y2W1	Transcription regulator
Q9Y2W1	DNA binding
Q9Y303	Hydrolase (C-N bonds, no peptides)
Q9Y336	no_function
Q9Y337	Peptidase
Q9Y345	Transporter
Q9Y365	no_function
Q9Y3Q4	Transporter
Q9Y3R4	Hydrolase (glycosyl bonds)
Q9Y3S1	Kinase
Q9Y463	Transcription regulator
Q9Y463	Kinase
Q9Y468	no_function
Q9Y478	Kinase
Q9Y496	Hydrolase (acid anhydrides)
Q9Y4C1	Oxidoreductase
Q9Y4C1	Transcription regulator
Q9Y4C1	DNA binding
Q9Y4D2	Hydrolase (ester bonds)
Q9Y4E8	Peptidase
Q9Y4K0	Oxidoreductase
Q9Y4K3	Transferase (other)
Q9Y4K4	Kinase
Q9Y4P1	Peptidase
Q9Y570	Enzyme regulator
Q9Y570	Hydrolase (ester bonds)
Q9Y572	Enzyme regulator
Q9Y572	Transcription regulator
Q9Y572	Kinase
Q9Y5K2	Peptidase
Q9Y5K5	Enzyme regulator
Q9Y5K5	Peptidase
Q9Y5L3	Hydrolase (acid anhydrides)
Q9Y5N1	G protein-coupled receptor
Q9Y5R2	Enzyme regulator
Q9Y5R2	Peptidase
Q9Y5S1	Transporter
Q9Y5S2	Kinase
Q9Y5S8	Oxidoreductase
Q9Y5S8	Transporter
Q9Y5T5	Peptidase
Q9Y5T5	Transcription regulator
Q9Y5X4	Signaling receptor (not transmembrane)
Q9Y5X4	Transcription regulator
Q9Y5X4	DNA binding
Q9Y5X5	G protein-coupled receptor
Q9Y5X9	Hydrolase (ester bonds)
Q9Y5Y4	G protein-coupled receptor
Q9Y5Y6	Peptidase
Q9Y5Y9	Transporter
Q9Y5Z0	Peptidase
Q9Y616	Kinase
Q9Y657	no_function
Q9Y6E0	Kinase
Q9Y6F1	Transferase (glycosyl groups)
Q9Y6F8	Transcription regulator
Q9Y6F8	Transferase (acyl groups)
Q9Y6I3	no_function
Q9Y6K0	Transferase (phosphorus-containing groups, non-kinase)
Q9Y6K1	Transcription regulator
Q9Y6K1	Transferase (one-carbon groups)
Q9Y6K1	DNA binding
Q9Y6L6	Transporter
Q9Y6L7	Peptidase
Q9Y6M4	Kinase
Q9Y6N5	Oxidoreductase
Q9Y6R4	Kinase
Q9Y6T7	Kinase
Q9Y6W6	Hydrolase (ester bonds)
Q9Y6Y9	Signaling receptor (not transmembrane)
Q9YGV3	Signaling receptor (not transmembrane)
Q9YGV3	Transcription regulator
Q9YGV3	DNA binding
Q9YGX2	Hydrolase (ester bonds)
Q9YGX2	Isomerase
Q9YGX2	Oxidoreductase
Q9YQ12	Peptidase
Q9YQ30	Peptidase
Q9Z0F8	Peptidase
Q9Z0J4	Oxidoreductase
Q9Z0J5	Oxidoreductase
Q9Z0R9	Oxidoreductase
Q9Z0U4	G protein-coupled receptor
Q9Z0U5	Oxidoreductase
Q9Z0Y2	Hydrolase (ester bonds)
Q9Z0Y8	Transporter
Q9Z122	Oxidoreductase
Q9Z1J7	Transporter
Q9Z1K9	Peptidase
Q9Z1L0	Kinase
Q9Z1M0	Enzyme regulator
Q9Z1M0	Transmembrane signaling receptors (other)
Q9Z1M0	Transporter
Q9Z1T6	Hydrolase (acid anhydrides)
Q9Z1T6	Kinase
Q9Z1Z1	Kinase
Q9Z2A7	Transferase (acyl groups)
Q9Z2J6	G protein-coupled receptor
Q9Z2V5	Hydrolase (C-N bonds, no peptides)
Q9Z2V5	DNA binding
Q9Z2V6	Hydrolase (C-N bonds, no peptides)
Q9Z2V6	Transcription regulator
Q9Z2V6	DNA binding
Q9Z2X8	no_function
Q9Z7P3	Isomerase
Q9ZB22	Hydrolase (glycosyl bonds)
Q9ZHC3	Ligase
Q9ZLT0	Isomerase
Q9ZTP8	Hydrolase (C-N bonds, no peptides)
T1VXA1	Hydrolase (C-N bonds, no peptides)
T1VXA1	Transferase (other)
V5TFZ2	Hydrolase (other)
V5TFZ2	Transferase (one-carbon groups)
V5TFZ2	Transferase (phosphorus-containing groups, non-kinase)
V5VCK8	Transferase (alkyl or aryl groups, no methyl)
V9HWB9	Oxidoreductase
W8T2T2	Isomerase
W8T2T2	Oxidoreductase
X5EH84	Kinase
